,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
846,glass_seagull,Stephen. He/Him/His. Classical conservative and leftist. I LIVE LIKE A CAPITALIST EVERY SINGLE DAY CENK. CEO of Antifa,wherever,285,234,20321,2207,…what’s the real difference between Biden calling Omicron “the South African Variant” and Trump calling COVID “the China virus”?,[]
847,Bow_the_Hopper,"UK based parent.Yes we know its illogical, let's move on now to asking WHY? They're not even pretending to follow The Science any more",United Kingdom,47,17,770,0,"""Ministers have failed to provide proper evidence to justify their decision to require all frontline NHS staff to get vaccinated, a Lords committee says today.""

126,000 estimated by DHSE to lose their jobs, and cost £270m
 https://t.co/Gb6uJAivQa",[]
848,myrabatchelder,Advocate. Health Policy Wonk. Consultant. #LongCovid since March 2020.,"New York, NY",5002,3619,47303,3,"Wearing a mask does not prevent someone from getting vaccinated!

We should be encouraging everyone to do both! Both are needed even more now as we still don’t know if #Omicron can evade the vaccine. #VaxPlus","['Omicron', 'VaxPlus']"
849,AlfredoDamtram,"People are crazy & times are strange
I'm locked in tight, I’m out of range
         I used to care.. 
                but things have changed. 
Bob Dylan",,502,166,18776,217,"🔴Boris Johnson is Making the ‘Biggest Mistake You Can Make’ on #Omicron 

@SusanMichie, from the Government’s SAGE advisory committee, tells @AdamBienkov the Government’s lax, libertarian response to the new Covid variant could cost thousands of lives🔽

https://t.co/O92KguoG6Q",['Omicron']
850,DiegoAC84,"Lector de ficción e historia 📚, tenista súper amateur 🎾, economista UPC, CAIA, MBA Cornell. 🇵🇪❤️","Lima, Perú",400,114,4025,199,Bloomberg HEAD OF EU PUBLIC HEALTH AGENCY SAYS SEVERITY OF DISEASE IN OMICRON CASES IN EU IS MILD.,[]
851,liberteguernica,"😎🏴󠁧󠁢󠁷󠁬󠁳󠁿
Socialists never stop fighting back against injustice.",,3816,3830,17438,1264,This once again shows why Johnson is unfit to lead us through the #Omicron crisis. https://t.co/7poVrs8qCR,['Omicron']
852,layanglicana,"Editor, Greeneralia magazine: building Green consensus, #GreenLibDem,#FRGS. 
#FBPPR
Author of books on Delhi, Calcutta (OUP) & Dar es Salaam (Mkuki na Nyota)","Hampshire, UK ",8045,7317,41215,513,"If you set any store by Omicron B being rearrangeable to “No Crimbo”, I’d just like to remind you that Get Brexit Done is an anagram of “being extorted”.",[]
853,aerariru_,♎ |  🧑‍🏫,mnl,920,553,42926,201,World Health Organization country representative Rabindra Abeyasinghe said it will be premature to mandate the use of face shields again as the COVID-19 Omicron variant still needs to be studied. https://t.co/jxlsibsOP0 | via @onenewsph https://t.co/XrDFSJog2K,[]
854,kitty_horowitz,A girl with opinions. Alltid være en enhjørning. Hvis du ikke kan. Då alltid vara dig själv. I believe in unicorns. Be nice. #COYS #TheResistance #VoteBlue 🌊,"California, USA",1173,850,6352,19,Omicron COVID variant was in Europe before South African scientists detected and flagged it to the world - CBS News https://t.co/M0lDkfjWAK,[]
855,StockNewsOutlet,"⚡- https://t.co/ojCFPaO1As
⚡$DOGE⚡$SHIB⚡X$ELON⚡$FLOKI⚡$BABYDOGE⚡",,15,40,3438,0,Novavax: Covid-19 Vaccine’s Rollout Could Play Part in Combating Omicron Variant https://t.co/LqonioFGwD,[]
856,FLPublicAffairs,#PublicAffairs #Government #JoeBiden #BidenDelivers,"Florida, USA",2084,667,18311,159,"2) Dutch authorities on Tuesday that they found the new Omicron variant of the coronavirus in cases dating back as long as 11 days, indicating that it was already spreading in western Europe before the first cases were identified in southern Africa.",[]
857,Theta_Ghost,🧩 $Theta $Tfuel $TDrop | @PunksonTheta @OpenTheta @ThetaPugs #BattlePugs @ThetaFrogs 🐸 @ThetaLands @ThetaZillaClub @SecrtPineapple 🍍,,710,2142,24400,2,"https://t.co/0t8miGVW5p

Two triple vaxxed doctors transmitted covid-19.  When will these SELFISH DOCTORS learn that you need AT LEAST 4 shots within a 12 month period to prevent the spread???",[]
858,hkwai222,風水命理愛好者，即係幫人睇風水八字，同埋教人風水命理。,"Sydney, New South Wales",402,72,3427,2,"“There have been no reports of hospitalisations or deaths as a result of anyone being diagnosed with Omicron.”
https://t.co/IYKQxjsYwl",[]
859,pjpaton,,,7057,6416,360839,4,"Reporting in these Covid times would be hilarious if it wasn't all so diabolical.  The G&amp;M reports that the Omicron variant presents different symptoms from previous strains, but experts don't know what the different symptoms are.  https://t.co/PIPWFSdoAc",[]
860,mastersfileall2,"A 'super-simplifier...""",,0,1,168,0,"Most employers will require workers to get COVID-19 shots, survey shows https://t.co/ZWiy3ED0Rc via @usatoday 

OK. #omicron  THIS is an ""OCEAN of info;""ANS. for us 'non-elites:' #supersimplified IN PLAIN ENGLISH, #covidvaccine #vaccines #coronavirus
https://t.co/xINoQQkHs6","['omicron', 'supersimplified', 'covidvaccine', 'vaccines', 'coronavirus']"
861,AffableHygge,"Barrister Sydney, RT mean you know more than me. He/him.","Sydney, New South Wales",200,212,3364,538,"It's not- ' first identified in South Africa ' 

It is-  'first identified by South Africans'

1st is pointing to a place, 2nd is pointing to the intellectual labor / discovery that was done.

let's help people see the difference.  

.
https://t.co/FHkCA69PCn",[]
862,larrina,,,322,155,4539,1969,"In the MSM today:
Omicron
Omicron
Omicron

Not in the MSM today:
BLM terror attack in Waukesha, Wisconsin
Ghislaine Maxwell trial
Grooming gangs in Hull
Record national debt
Injuries from experimental mRNA injections",[]
863,TKwazi,"I write,style,create. God is ❤I tweet my own opinions.Marvel,DC,Star Wars& Game Of https://t.co/IIzlJxDf4u editor.Royalty Soapie Judge2021",South Africa,2942,5927,145525,1199,"@CBSNews “Dutch health authorities announced on Tuesday that they found the new Omicron variant of the coronavirus in cases dating back as long as 11 days, indicating that it was already spreading in western Europe before the first cases were identified in southern Africa.”",[]
864,MarshmellowOwl,"25 | female| heterosexual | Interests include: Cartoons, Animation, Video Games, and Game Design | inner me is an owl that looks like a toasted marshmallow.",Radiant Garden,467,54,14352,1598,"Some things to please keep in mind today: 
•There is NO data available yet regarding vaccine efficacy and Omicron. What you are hearing is speculation right now. That’s it. 
•Breakthrough infections DO NOT mean vaccines “don’t work.”
•DO NOT wait for variant specific boosters-",[]
865,AnitaLabiosa,,Puerto Rico,941,275,23812,0,"Me jodí 🤦‍♀️

Open SmartNews and read ""WHO urges those over 60 to nix international travel amid Omicron"" here: https://t.co/4aN4hnUiFd 
To read it on the web, tap here: https://t.co/92NrT1vUQN",[]
866,RealWizKelevra,negus | Old Trafford is my Home | ig. slev_ | sc: slevgro | I eat the pussy for my nourishment,"Federal Capital Territory, Nigeria",1065,1179,230283,11158,"Omicron or Omarion, either way, please get vaxxed or boosted like you “Post to Be”.",[]
867,FarewellShelley,Animal lover,,57,473,86779,3762,"We're going to fight the Omicron variant the way we’ve been fighting COVID-19 since the beginning—with scientific and knowledgeable actions and speed, not chaos and confusion.",[]
868,JoePass77188749,,,19,5,34,0,"Who said that I need to be afraid of Covid19, the Delta and Omicron variants.I am not and will never be. I still retain my freedom to choose.  No government or anyone else other than God can take that away.  We all need to stand and come against these mandates and other puppets.",[]
869,doritmi,"Professor of Law, UC Hastings, teaches torts, administrative law, etc'. Writes about vaccines and the law. Vaccine advocate. Mom. Political statements my own.","Bay Area, CA",10924,11833,274532,43,"For how long has Omicron been circulating in humans? We can estimate that based on the diversity in sampled genomes and most estimates land ~mid October (with wide uncertainty), so we believe it's relatively young. 

Good thread from @trvrb here: https://t.co/1p9DjlKFeu

14/",[]
870,dharmadjo,"CEO Adaro Power, @insead grad. Proud Indonesian. Aspiring builder of greatness. Big @manutd , @Saints fan. To strive, to seek, to find, and not to yield","Jakarta, Indonesia",571,335,17818,709,"There’s reason to be optimistic current boosted vaccines will provide meaningful protection against #Omicron - based on both evaluation of new sequence, prior experience with strains with some immune escape, as well as emerging clinical feedback from RSA. https://t.co/COoKevrBm5 https://t.co/XYCT0CMLbP",['Omicron']
871,SketchyRae,"That artist who post inconsistently like the gorgeously aesthete trash she is. 
Follow at your own risk.♡ (✺´︶`✺)ﾉ🔪
Amb: @Kofi_Button | Staff: @WhiteBoxGaming1",,204,285,4503,28,"@TheEconomist You missed important information in this post. 

The Omicron variant is being spread solely by fully vaccinated individuals as they’re the ONLY ones allowed to travel.",[]
872,LemsMSF,Head of Comms @MSF_austria. News junkie. Passionate about humanitarian issues. Tweets and views are mine.,Vienna,1054,943,10412,11,"Ensuring everyone has access to vaccines can help stop new variants such as #Omicron from emerging and spreading. A #TRIPSwaiver can help achieve this.
@MarisePayne @DanTehanWannon https://t.co/pY7sgFuATI",['Omicron']
873,MattDawg80,99% Scottish Highlander 1% Viking,,1513,680,20906,338,"Please ignore the fact that all Omicron infections so far show mild symptoms.

Please ignore the fact that as of today no Omicron mortality is reported.

Please do panic instead.

Thanks,

Your Government",[]
874,Salty_WingLove,,,1476,145,21349,2503,"Implement these 3 steps and never impose a COVID travel ban again…

1. PCR 48 h prior (detects Omicron variant)

2. Proof of vaccination needed (reduces risk of infection)

3. Require KN95 masks on flight (minimizes risk of transmission)

Don’t react like it’s 2020",[]
875,pattimarathon,"Functional Literacy is a social justice issue, IMHO. Small business owner - special education, assessment, literacy, early childhood, EdTech.","Hamilton, Ontario",5002,3077,74228,34,"UPDATED:  Feds imposing testing requirement for all air travellers entering Canada from everywhere but the U.S., other travel restrictions over Omicron concerns  https://t.co/Zm7l7uz6aj https://t.co/y4WOMc3zOB",[]
876,cayo1950,Acapulqueño. Soy Guerrerense,"Acapulco, México",2568,5012,14385,29,"This doctor also noted that half of the patients who tested positive for omicron were vaccinated. She did not mention that these patients went on to become very sick, despite a couple of weeks of follow-up. https://t.co/siBcyKfh39 [thread continues...] 25/",[]
877,KamThisWeek,"KTW is an award-winning community newspaper in the Interior's unofficial capital, published on Wednesdays and Fridays.","Kamloops, B.C., Canada",430,11991,28250,0,"Omicron variant detected in B.C., but whether it will overtake Delta remains to be seen https://t.co/vZxAq7aV1F via @KamThisWeek",[]
878,flipped54,immigrant 🇵🇭and irreverent mum grammy sister 👸🏽looking for #GoodTrouble #Resistance #NotoriousRBG #DogsPlease #Travel #RideLong #RollTide,"Dayton, OH",2517,1120,45164,641,"AntiVaxxer: I don’t need a vaccine Jesus will protect me from the Covid Omicron Variant 

Jesus: https://t.co/3S0HiYseaX",[]
879,ESscalper,"Scalp E Mini's........Give me a place to stand, and I will move the world,..because,.. a man's reach should exceed his grasp..Archimedes & Robert Browning",,959,166,19951,0,@brookskcbsradio Balance of Power: Therapeutic Options to Fight Omicron (Radio) - Bloomberg https://t.co/izE6Uhhsfx,[]
880,itsallbs2017,"I believe in God first, last and always, Love unconditionally and the power and joy of freely given hugs and laughter that goes on and on...#LetLoveRule","Duluth, GA",706,747,265214,51,Please get vaccinated or get your booster. Vaccination is the best protection against all forms of the virus. https://t.co/c4hjMbRz3J,[]
881,ikkymonkey0804,"鉄旅をしています。最近は他の交通機関もよく乗ります。今までの記録→ #ホキ鉄 #ホキ鉄プチ紀行
/ JR乗車率93.00%(JR北全線乗車済)、私鉄三セク乗車率70.58%(2021-11-20現在) / コロナ流行は全く緊急事態ではありません / 緊急おでかけ事態宣言無期限発令中 / フル〇ン(2021-10-8)",日本 東京,1751,1503,146737,25,"Omicron variant could outcompete Delta, South African disease expert says https://t.co/hpDELl8Lxi https://t.co/tz7J7MJXe0",[]
882,lisaraquelv,Thanks for the memories.,The Golden State,3651,3610,15684,4,"Remember:

The delta and the omicron are no match for the Alpha and the Omega. 🤨",[]
